,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
5817, on 06/05/10 18:01 PM (PDT),kenny i ,2011 Nissan GT-R Coupe Premium 2dr Coupe AWD (3.8L 6cyl Turbo 6AM),Beast!," Had my gtr about month now and love it. I had many cars coming from an Audi rs4, e55, m3, Corvette, and I have to tell you this car blows them out the door in looks and build quality. The handling and the power that is on tap in every gear is amazing. Only downside is it drives hard but I guess what can you expect from a super car that handles the way it does. Do not buy this car if you don't like attention. Gas stations, lights,  everywhere people ask how I like the car and what a sweet car it is. I bought the White. I live in New Jersey where the roads are terrible, ton of pot holes so I need to b careful. If you are blessed to live in Florida or Cali. You will enjoy this car with the great road.",4.75
5818, on 11/08/17 07:55 AM (PST),Nick ,2017 Nissan GT-R Coupe Premium 2dr Coupe AWD (3.8L 6cyl Turbo 6AM),nissan gtr reviewe," it is a great investment, one of the best cars i have owned",5
5819, on 08/08/18 15:47 PM (PDT),Tia ,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Trans went out before I even paid for it," Motor burns oil and CVT Transmission is No Good!!! It went out before I finished paying for the car. It will cost me around $4,000 for a new one with installation. Not worth the money!",3
5820, on 07/17/18 13:10 PM (PDT),Alex H. Cladakis ,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Great buy for the money if you are on a budget," My review is based upon owning a Nissan Versa hatchback for two years followed by my purchasing a 2014 Nissan Versa Note as a new car. Although, the engine is only 1.6 liters, it is peppy. The cost of repairs for 130,000 miles that I have driven it is minimal. So far I have had to purchase a set of four tires at 57,000 miles as well as two front tires at 125,000 miles. So far I have had one brake job (front wheels with rotors) in addition to three new wipers and of course the regular oil and oil filter changes. The windshield cracked following a stone hit on the highway but all in all my costs have been relatively cheap. The only concerns that I have had are the following: The front wheel hub bearings usually need to be replaced at around 55-60K miles. At the time of my first bearing replacement they were covered under warranty, although I will state that Nissan America had to get involved since my dealer stated there was no problem. Although my personal mechanic insisted that both bearings were in need of repair. I have to give major kudos to Nissan America for standing behind their product but must state that I would never recommend this dealer in Northern New Jersey to fix my bicycle let alone my car. Now I am coming up to my second set of front wheel bearings in need of replacement. I hope that these items can be purchased in the secondary parts market instead of them being a dealer only item. The transmission on this car is peppy overall although I would state only average due to reading Nissan owners posts stating the sluggishness, at times, was later accompanied by a transmission repair. The interior has two deficiencies, there is a blindspot located in the extreme rear right and left of the vehicle just near the end of the last rear glass window panels before the hatchback. Finally, I live in New Jersey and in the recent years our winters have had extreme wind chills. The front window defroster needs to be in air conditioning mode with the dial set to the highest temperature setting to keep the glass free of frost/condensation buildup on the front windshield.",4
5821, on 05/31/18 15:49 PM (PDT),Linda S. ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Blue Skies," So far - less than a month out -- it's a great little car!  Comfortable, easy to maneuver and 'peppy.'  Also feels substantial -- not like a kiddie car.  The color is awesome; I've never gotten to many compliments about  a car color -- people smile when they see it ... and so do I.",5
5822, on 04/06/18 13:07 PM (PDT),James Rybicki ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Cheap, Front end and brakes are very noisy. Very poor on bumpy roads. Very rough ride.,3
5823, on 02/06/18 05:57 AM (PST),Eden ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),Cute lemon," I bought this car bc it was cute and affordable.  I just got rid of my car and I owned it less than 3 years and had only 71,000 miles. At 50,000ish miles I had engine leaks and a shot bearing with other issues costing thousands.  The only repair covered under warranty was the engine.  During the next 20,000 miles I had horrible sounds (knocking) coming from the front every time I pressed and released the breaks and the Nissan dealership kept telling me nothing was wrong but it continued to get worse. I hit a pot hole one day and my spare tire flew out from under my car. Last but not least my transmission started slipping at only 70,000 miles 😲.....bye bye Versa never again!",1
5824, on 01/06/18 20:39 PM (PST),Lauren ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),"Wouldn't buy one again, ever..."," CVT Transmissions are having trouble in general, not only with this car. Bought ours at 40K. Two years later, just after the manufacturer's warrantee ended transmission failed at 60,800. Found out this is not uncommon. However, before the failure, we really liked the car.",2
5825, on 10/25/17 11:21 AM (PDT),Versa Owner ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),great car if you don't need a transmission," This is a great little car, very comfortable, and handles nicely.  The reliability sucks. We had to put a transmission in when the car was just two years old, and now are having to look at another transmission because it is out of warranty and past the one year warranty that the dealer provided with the replacement. I would not even recommend this car to an enemy.",2
5826, on 09/19/17 14:56 PM (PDT),Ibrahim S. ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Fragile Car, Bought the car used in 2015. Within the first year the car started making a crunching/grinding noise; turns out the wheel bearings needed to be replaced. Since then the car cut off and now doesnt start. Repairman says its either the fuel pump or alternator. The transmission sucks; has no acceleration and barely makes it up hills. Delayed reaction when when stepping on the gas.,3
5827, on 09/19/17 11:51 AM (PDT),CHW ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Don't buy one," Within 6 months of ownership had to have the front axle replaced. Then a drive belt, Then the rear shocks.  Trying to dump the car and trade it in for another model. Bought it used at a dealership. Will NEVER EVER buy another Nissan Versa again.",3
5828, on 05/18/17 18:58 PM (PDT),Chris V ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Wowza!!!!," I bought my 2014 Versa Note used a year and a half ago. It had just under 20,000 miles on it. It turned out to be a great little car. I could get about 35-38 mpg on average and it didn't even cost $20 to fill the tank up. This car has plenty of cargo room and spacious back seat. The only draw back of the car is the front seat space. I'm over 6 feet tall so I found it difficult to drive for more than an hour. I ultimately traded it in simply because I was to tall. However, upon trade in, not on did I get the payoff for my vehicle but I was given an extra $600 over the payoff amount. So it held value well. I think the key to any good car though is how it is taken care off while in your possession. If you choose not to have regular maintenance then you will have to suffer the consequences. Hope my review is helpful.",4
5829, on 02/13/17 07:58 AM (PST),Rosalind Martinez ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),Don't Buy This Car !!!," I bought a brand new 2014 Nissan Versa Note Plus. At 25,000 miles the transmission went. By the time it hit 38,000 miles the transmission went 2 more times. The battery also cracked & leaked for no reason. Other things have also happened. And Nissan will not buy back my car. I also found out that I am not the only person having the transmission problems. There's been a lot more people having the same problem.",1
5830, on 01/26/17 20:42 PM (PST),Mzdaisie ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),Love, I love my versa note.  I bought the car for the purpose of saving gas due to high travel..it worked.  Also for the money..great car..handles well even in the snow..it's a charm as far as I'm concerned.  I bought it in Oct of 2014..2015 model..I will be buying a newer model this spring,5
5831, on 08/05/16 06:21 AM (PDT),Stacey ,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),I love my Versa Note," I have owned my Note for a little over two years and have about 60,000 miles on it. I have a long work commute and was sick of giving half my money to the oil industry. I get about 37mpg. Compared to similar cars, the Note has a lot of space and cargo room. Five of us to Florida on a camping trip cargo room. Mine did come with an unlimited power train warranty from the dealership. I have kept up with every single required maintenance. I love my car, but if you're looking for a sports tuner, this isn't it. This is a good run around with the kids car. It's like my mini SUV. BTW, my husband is 6'2"" and has plenty of head and leg room, which was one of his big concerns when I decided to go to a small car.*Update* I have now owned the car for just shy of 4 years. It has around 100,000 miles on it. I am no longer the main driver. As the kids grew the car got small. My husband now uses it as a commuter. He drives about 110 miles per day round trip. As of now, we still get great mpg, and have had no major issues. I was informed by my mechanic on the last oil change that the timing cover seems to be leaking slightly, but he didn't feel it was of any major concern. We continue to follow the maintenance schedule to the T. I have down graded the ""value"" to a 3 star. Though we've had good luck with this car, this car does not hold it's value. We almost have it paid off, but are still WAY upside down on the book value.",5
5832, on 02/05/16 23:28 PM (PST),Erik Faulkner ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Zoom Zoom," This car is a great commuter car. I drive about 1,000 miles a week to an from work. I love this car it has great fuel economy, it is comfortable on long distance travels and is zippy. It is easy to park, and the Bluetooth hands free phone connectivity is a plus since a lot of my employees call at all times of the day. The only down side is there is not much storage with the back seats in their upright normal position.",5
5833, on 02/02/16 19:59 PM (PST),Valorie Smith ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),My Mini-SUV," Awesome gas mileage, 32 mpg in the city!  Excellent cargo space-I even moved a love seat plus a coffee table at the same time.",4
5834, on 11/24/15 11:30 AM (PST),courtney ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),I do not feel safe in this vehicle," I thought this would be a good upgrade from the 09 versa hatchback and boy was I wrong. Everything that has gone wrong with the car, has, it is a 2014 and already rusting, the bumper fell off, the engine sucks, and the front end is a lot smaller that the 2009. I do not feel safe in this vehicle and as soon as I can pay it off, I am trading it in for something safer. The USB port doesn't work, I have to bring it in for maintenance all the time. It is just a poorly made car. The gas mileage is good but the rest has a lot of issues. My biggest concern is the safety. If I were to hit a deer or another vehicle, I am not sure I would be ok. If I lived where it doesn't snow or sleet, I would probably like the car more but it is not made for the northeast weather.",1
5835, on 11/24/15 08:34 AM (PST),John ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Poor resale value," I have purchased this car and now regreting for my decision. Only one good part is fuel economy. In all other senses its a bad decision in view of facility, performance and resale value. Its resale value is remarkably low, even in next day of your purchase. There will be even 5000-6000 USD difference for low mileage excellent condition. So i will not suggest this one for many of hose people with over three family size and need to look for a resale or trade in option.",2
5836, on 11/17/15 20:32 PM (PST),Chesty Puller ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Bought it as a commuter. Exactly what it is.," So I bought this car as a commuter. Currently have 45,000 brutal miles on her.  I drive 100 mile round trip to work over Donner Summit in the Sierra Nevada's of Northern California. (Ever heard of the Donner Party) It's a 5,000 foot elevation gain from my house to work. The car, during the very steep sections, noticeably struggles. About 4k rpm's during the steep sections. Fuel economy suffers also while driving up the summit. But, let's be realistic. I spent $13,500 out the door for this car. For the price, I am more than happy with its performance. I hate it when people compare a $13k car to some other $30k+ car. Fuel economy. I average 35mpg average. I also drive 75-80mph up a 40 mile, 5,000 foot elevation gain. So gas mileage gets murdered on the way (20mpg) up but averages like 60mpg on the way back. This car has some space. I am amazed, when I lay down the seats, how much money I can blow at Home Depot and fit all the goodies in the woman car that I drive. Realiability. I change the oil every 4,000 miles. That it literally all I have done besides some fresh new tires. Never had a single problem. Ever. Snow: I chain up when there is mandatory chain control, but if I don't have to, the car gets around great with the continental true contact tires I bought.  I have owned a couple Nissans before and they have always been reliable. I have been impressed with this car as it has a tough daily drive and has not given me a single problem.Now at 80k miles. Still no problems.",4
5837, on 10/14/15 10:55 AM (PDT),Bob McDonald ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Hits All The Right Notes," This is our 14th Datsun/Nissan vehicle, and fourth in the Versa family. The Note is our first non-manual transmission vehicle and the CVT performs very well. From cruising the highways in PA to the need for quick merges into heavy traffic in DC and NJ, the power train hasn't let us down. The Note is just a touch smaller inside than our Versa hatchback, but still very roomy, and rear seat passengers are always surprised by the generous legroom, even with the front seats all the way back. With a fifth passenger, the back is a little tight side to side, but that come with the territory. My wife commutes an hour to work, and we make frequent 3-4 hour drives on our travels, and the ride comfort is great, never feeling cramped. We've been spoiled by the XM radio. Fuel economy is very good, and we didn't have to pay any premium for a hybrid. Solid, reliable transportation that won't break your budget.4/14/16 Update: No real changes in opinion on anything. Since we're at 60,000 miles, and after a talk with the service manager to inquire about whether a transmission flush on the CVT is recommended at 60K (it is), we're having that done tomorrow. They tell me it's called a ""drain down"" because with the CVT they don't drain all the fluid out because of how the transmission is built. Not having any issues with the CVT that I can tell, although we've been driving manual transmissions so long, that this is still a bit outside of my experience. Late winter we had a transmission reprogram done on a recall, which actually bumped up the mileage a bit, but didn't seem to change how it feels at all. Getting 41-42 mpg combined driving at the moment. We're going to Indy for the race this year, so that will be the next long road trip to check highway mpg.Update Oct 2017: The wife's commute has shortened considerably, so average mpg is down to about 37 with far fewer highway miles being driven. Other than that, no big changes. Everything went well on the 1,000 mile round trip to Indy with 4 adults and baggage. I'm still a bit antsy about CVTs in general, but with only 83,000 miles on this vehicle out of a combined 2.5 million on the vehicles we've owned, the way it operates still feels different!Update April 2018: 95,000 miles and counting. Not a CVT convert yet, but I suppose I'm getting used to it. Center brake light LED unit went out recently, will be replaced when the part arrives in a day or so. Really the only thing that has gone ""wrong"", but things DO wear out over time.",4
5838, on 10/08/15 18:40 PM (PDT),Mark Juhl ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Versa Nightmare," The Powertrain is only warranted for 60K miles.  My transmission needed replacing at 63K.  Nissan will not budge on 60K.  Plan on spending $4,000 on a new transmission (and only one year old!).  If you can afford the $4K, you still have to live with the heat shield rattles.  A thin, flimsy piece of sheet metal held on with a screw and  an undersized washer.   I would never consider any vehicle made by Nissan after this experience.",1
5839, on 09/30/15 20:43 PM (PDT),Northern California Mom ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),"Easy, cute and reliable!"," Our 2014 Versa Note has about 40k miles on it.  We bought it used four months ago from a dealer; previously a rental.  We were looking for an economical, comfortable, newer, fuel-sipping, around-town vehicle that I (a mother of kids in various after school activities) could safely do all of my driving around town in.  The Versa Note has delivered.  Sound system is very good, use of interior space is excellent, gas mileage is very good, and it it's own way it is really fun to drive.  Pickup is slow, but that is to be expected with the CVT.  Once you're rolling, there is plenty of power.  For a sub-compact car, the inside feels great and modern.  Back seat is huge for the size of the car, and both front and back seats accommodate surprisingly tall people without a problem.  Plenty of leg room.  And somehow, the rear hatch area accommodates gigantic loads of groceries.  The split rear seat is handy if you need extra room for carrying a small bicycle, etc.  Our German Shepherd even fits in the way back.  An added unexpected bonus of driving such a small car is that when our whole family is in it, it is incredibly easy and nice to have a conversation among us all because we are all relatively close together.   Also easy to clean, being so small!  All in all we love it, but it is definitely not a luxury car, so don't expect the super smooth ride.  And go for the SV model at least if you can, because who wants a newer car with manual roll-down windows?  But coming from our 2000 Subaru which finally bit the dust, it feels great, modern, and a big improvement in many ways.  It is a little bumpy and jerky on the road since it is so little, but you get used to that.  Not uncomfortable at all, but it drives more like a small motorcycle or scooter than a gigantic luxury liner.  For long trips it may not be the absolute most comfortable car out there, but for cruising mostly around town it has rocked (we have a minivan as our other car to use for camping and trips).  Love to squeeze the Versa Note into those tight parking spaces that the big trucks pass right by :)",5
5840, on 09/05/15 11:16 AM (PDT),Kerry ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),"2014 72,000 Miles  simple and functional"," This is a 2014 bought Jul 14.  Did not want a CVT so the base model was only available.  Basic operation no issues.  Braking, accel, paint, tires, oil consumption (none), Radio, Dash indicators, visibility, fuel consumption 33-40, manual trans 5 spd, long trips great, steering, traction great in rain, cross wind in Tx good, internal room for 5, internal room for stuff surprising for a little car.Purpose of this car was for long trips (18000mi) thus 72K mi in 4 years.  Main expense is oil and oil filters every 5K miles.  Did have to replace 1 rear wheel bearing @65K miles. Tires replaced at 65K miles, should have replaced @60K.  I use synthetic oil and Nissan oil filters.  Car power is good enough and can get to 80+ ramping on freeway in Tx.  Would like a 6 speed but 5 works.  Need to rev to 5k rpm to get full power.  Has coolant Temp indicator that I require.  Few cars I checked still had a temp gauge.  This car has seats that beat any other cars I have driven on long trips.  Secret is the lumbar support, there is no adjustment,  just the best seats for long trips.  Can pack a lot in the back.  Great leg room in back and can seat 3 adults in back.  Baby seat attachment points for 3 seats in rear.  Storage with back seat up is good for trip.I wishIt had auto door locks, cruise,  14 gal gas tank, and arm rests both front seats. Average Mileage indicator over states and sometimes under states actual average mileage.  The gas pedal is not positioned well for long distance but I can position my foot so it is fine.  Cruise would take care of this.Driving experience has been great in town or on highway.  In Tx, speed limits up to 85 no issue.  Rpm is about 4200 at 85 and mileage drops to 30 or so but power is not an issue and tracks as well as any car I drive.  One of my first trips was to Chicago and hit extreme rain storm on highway.  We were 1 of the few cars driving with high winds, dumping rain, and hail.  No problems.  I was extremely surprised at the traction and stability, the traction control did not activate but it does work when needed, just rock solid steering and traction.  Continental tires may be the reason.  Around town is great with small turning radius, visibility, fuel 36+, and great AC.Mileage ranges 30 -40+.  Speed and hills make a difference.  Flat: 80 = 30-32, 75 = 33, 70 = 34, 65 = 35-36, 45 = 40  At times on flat road at 45 I got 40+  When I take it easy at 65 flat roads I get 36-38 mpg.I did not want CVT nor too much technology so decided on this car.  It has hand crank windows but does have power outside mirrors.  I have to remember to lock the rear hatch and would be nice if it was power lock.  Glove box is good.  Drink holders are functional but could be better especially holder in door.  Would like a better spot for 2 cell phones.  I use an inverter for 120V computer or cell phone power and works fine using 12V power port.  At night, cannot see key ignition location with door closed.72k+ milesThis is a 'simple' car with AC that covers Tx. 105+ days, gets good gas mileage, long distance driving comfort, plenty rear leg and head room (6' 2), plenty of space for luggage or groceries, one maintenance issue rear bearing cost $100 and I replaced it, uses no oil, paint looks good, good traction, and tracks well in cross winds.  Does not have a CVT and car computer is not impacted by outside hackers.Good little car.",5
5841, on 02/10/15 09:54 AM (PST),montigirlmn ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),CVT transmission failure," I am writing a follow up to my initial review, left by montigirlmn.  My CVT transmission failed at 21000 miles, 10 months into owning a new car.  ",3.125
5842, on 10/14/14 05:37 AM (PDT),jfortune ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),the mobile command center," Have had the car for about 9 months.....gas mileage is as claimed......the ride is more than decent for a car of it's size.......and it handling is very good....i was pleasantly surprised for a car of it's size.....the seats are very comfortable, have taken it on some 4 - 6 hour car trips and did not feel beat to death as I have in some small cars in the past.....all in all,  I am very pleased with the car so far",4.375
5843, on 08/18/14 11:53 AM (PDT),montigirlmn ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Sound economical choice," This car is the first new Nissan product that I have purchased. I have now owned the car for six months and have put 11,000K miles on it.With that said, I am glad that I chose this car.I am averaging 38 mpg, most of it commuting 50 miles a day to and from work.The great fuel economy makes it the right choice for me.I did drive the car for a couple of months already during the winter and the push button traction control is absolutely wonderful.Minnesota winters are harsh and it handled the 8+ inches of snow exceptionally well.",3.625
5844, on 08/03/14 18:49 PM (PDT),mattywiggles ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),1 year later," One year later and I have had nothing but issues with this horrible car. Transmission blew up at 85,000 miles and of course, was no longer under warranty. The motor has had nonstop issues and a check engine light on for well over 2 years now. Seats have become increasingly uncomfortable and the AC does not do a good job if it is over 90 degrees outside. Save your money and buy something better. Won't be buying Nissan again. I will say though the service dept has been outstanding every time I have gone in.",2
5845, on 07/27/14 21:38 PM (PDT),frankevich ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),surprisingly good," We say ""surprisingly good"" because if one read all the negative reviews...well you get the idea. Note's MPG, with usually two aboard, and under all conditions including steep hills and a couple of mountains, is astonishing at 40+ mpg average. Car is noticeably quiet and has a nice ride on most road surfaces. CVT takes some getting used to but we favor it over regular automatics. Car really rolls (due in part to its low drag figure.)We found the strength of the car is on the open road--this is no ""grocery getter"" only,as described by one dopey reviewer.So,car looks good,is well built, great mpg's, is quiet and rides well.What more could one want?7/2016  AddendumCar continues to impress.  We like  more than ever.  Great for distance driving for this class.  Impressively low drag coefficent means this car really wants   to roll.  Outstanding mpg's in warm weather:  40-41 or more  mpg with conservative driving and use of 15"" alloy wheels,  properly inflated 185/65R15  LRR tires,   and low friction Mobil 1  0W30 oil.  Directionally stable  (no ""darting"" or excessive wheel correction) and light steering makes this car a joy to drive and maneuver.    Well Recommended.1/30/17 update:   The car keeps impressing for the reasons cited above,  e.g. mpg's,  trip comfort,  large interior, etc.  Fires up instantly in frigid weather,  no mechanical issues yet.  Motor at idle is whisper quiet (barely audible and no vibes.)  On the road,  easy to keep the revs under 3000 (even on hills) which means  noise levels are impressively low.  With the superb mileage figures (conservatively driven)  and smooth quietness,  feels like you are driving an  EV or hybrid!   I wouldn't hesitate to recommend it,  and would purchase again.",5
5846, on 03/27/14 05:44 AM (PDT),kirk_jackson ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Excellent Car for all around town driving at 40mpg avg, We just bought our 2014 Nissan Versa Note and I have to say it is great.You can't hear the engine below about 2000 rpm which is the usable economical range.I am getting about 39 to 40 mpg average by watching the mpg constantly.Key is 25 inner city and 55 freeway on cruise. Lots of interior room except the driver door touches my left leg.We got the SV model at 500 of base which included everything.Very easy to park in tight spaces which is something we required.Has euro styling better than competitors.I am learning more about this car every day.Uphill is not good so go 20 to maximize economy.No sun roof.,4.25
5847, on 01/03/14 08:23 AM (PST),dhorgeron ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),Great !," I purchased the 2014 Nissan Versa Note and have since put just 900 miles on it.So far I love the car. I traded in my 06 Mecedes C Class. I decided I wanted to get a simpler car that would save me a lot of money. I do not regret the decision one bit. I am averaging 39 miles per gallon, and have more room in this car than the mercedes. Is it very powerful, NO but if I wanted powerful I would not have looked at this car. Its very simple car that will get you from A to B and allow you to put more money toward more important things. Spending 30+ for a car just does not make much since any more. ",4.5
5848, on 12/28/13 15:27 PM (PST),isabellespi ,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Say No To Versa," I have had this Versa Note for less than 3 months with under 1,000 miles on it.Yesterday I noticed the oil leak spots on the driveway.The worthless dealership says I have to wait 6 days for an appointment to bring it in. If I had known the heap was made in Mexico I would never have bought it.This leak is due to shoddy, sloppy workmanship.One more thing, the worthless dealership said they may have to keep the heap overnight!I don't know which is worse, the dealership or the car.Meanwhile, I have to keep checking and adding oil for the next 6 days while waiting for the worthless dealership appointment. ",1
5849, on 12/11/13 15:52 PM (PST),tim226 ,2014 Nissan Versa Note Hatchback 1.6 S 4dr Hatchback (1.6L 4cyl 5M),I like my 2014 Nissan Versa Note 5 Speed," I am in outside sales and drive about 49,000 miles per year. I selected Nissan because the dealer is very close to my home. I wanted an economy car with good gas milage and I wanted a stick. The 2014 Versa Note is a nice looking, professional enough, economy car. First, the EPA gas mileage puts it in the low 30's combined. I am averaging about 38 MPG combined, which does include a lot of interstate, but also in town and awesome TN Backroads. I like the 5 speed, which gives me great control. ANOTHER GREAT FEATURE, the Versa Note has a computer driven feature that allows the engine to maintain a safe speed on a steep mountain decline. This is an awesome feature. ",4
5850, on 10/08/13 05:07 AM (PDT),nissan_rocks ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Awesome," Great fuel economy, surprisingly quiet for a car in this category, road noise to a minimum, very smooth due to the CVT.Huge rear passenger space and good cargo space, usually hard to get both but the Versa has it. **3 Years already and troublefree, great little car.",5
5851, on 09/18/13 05:21 AM (PDT),markafolse ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Underpowered?," Only ifyou're a car reviewer who is jealous you weren't assigned the Murano convertible to review. It's a small engine car, no doubt, but I have experienced none of the sweaty palm moments reviers warned about entering the interstate. I was leary of the CVTbut acceleration is smooth and there when you need it. Braking is excellent. My only complaint so far is the steering has that mush 70's GM feeling. You don't feel as much close control taking corners, but I find it more than adequate in the city driving I do. Parking in the crowded urban neighborhoods I visit is a snap, and the passenger compartment, especially the back seat, is huge and comfortable. ",4.125
5852, on 09/13/13 17:29 PM (PDT),zile ,2014 Nissan Versa Note Hatchback 1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Disappointed Owner of new Versa Note," I purchased this car in July 2014.I have spent dozens of hours @ dealerships & talking to Nissan Consumer Affairs. Wasted efforts. Still... I have a navigation system that is defective & has yet to be replaced - seems that since it is such a new car, the parts are hard to come by.The inside ceiling has come out of the rubber tubing that hold it in place - interior cheap & is uncomfortable in long rides.Cupholders to close to dash to use. Car has a difficult time in elevations or hills - I turn off the A/C & sometimes use lower gears to make it.The car is noisy when idling, esp. for such a small engine.Very crowded.Storage usage above rear cargo area, blocks rear view. Don't do it",2.25
5853, on 07/25/13 13:03 PM (PDT),icecream3 ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Great little car," We got our blue Versa Note on 7-12-13. I have to say we did a lot of research on this vehicle and others, Honda Fit, Hyundai Elantra, etc., what drove us to the new note was it'sclaim on fuel economy.Well after driving it for almost 2 weeks now I can say that there fuel economy rating is pretty spot on, we are getting 34 in the city, and the few times that it has been on the highway we are getting 42 on the highway. I am quite impressed with that. It has a nice quite ride for a car of its size also. The exterior is stylish, but the interior is the same as the versa sedan which bland. But the controls are all easy to get to and work well, the back up camera is quite handy. Updates coming. 7-25-16  Now that we have had it for just over 3 years I have to say it is good for an around town car, lots of little shakes and noises from the dash. It is a cheap car and that reflects with the interior componets. Fuel economy is still very good overall getting 36.5 mpg. It is definitely not meant for cold and snow, starts good warms up slow.  As for the summer it will take it 30 miles to cool the car down, it has a very weak climate control system, you have to turn up the fan all the way to 4 just to feel some air whether it is hot or cold  and it is very noisy. Overall a good commuter car, as for taking on long trips be prepared for back aches.  Would not buy it again, or recommend to others, has kinda soured me on purchasing another make of Nissan, as I am afraid they will be the same for the heating and cooling part of it.",5
5854, on 06/28/13 06:30 AM (PDT),smalltown ,2014 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),retirement car," Picked up a metallic blue SV with Convenience package four days ago. I will be retiring next year and was looking for something to replace my 2007 Mini Cooper. This rides much better in town & on back roads. Although does not handle as well as the Mini, behaves more than adequately in normal driving, meaning predictably. Has more than enough conveniences for my needs. High in utility--can put my bicycle or a large dog inside & enough room for taking a short trip with my wife. The controls are much more intuitive than the Mini Cooper & easier to use.",4.875
5855, on 02/11/18 08:25 AM (PST),Diane D ,2015 Nissan Versa Note Hatchback 1.6 SV 4dr Hatchback (1.6L 4cyl CVT),TURN THE HEADRESTS AROUND!! LOVE MY CAR!," I didn't notice the small pocket glove compartment for a month! I didn't want to wait til I could find a manual with cruise (a MUST HAVE for me) so I took the CVT and I hope I don't regret it. I've seen a few complaints about the headrest. I felt like I was leaning over so I removed the head rest and turned it around, viola! Much better than not having one (headrest). As for accelerating on a short ramp, PUT YOUR FOOT ON THE GAS firmly (slowly apply pressure) before you hit the ramp! Or, try putting it in low, firm push on the pedal and that'll do it (put it back in drive too!). I haven't had ANY problem with it but it IS a 4 cyl. You've got to .get a ""feel"" for the CVT (not really a big fan, I'd rather have a traditional tranny).  Folks, this is a low price (plenty of deals) and 4 cyl with 109 hp engine so don't expect a Maxima! In my opinion, WAY better than the Fiesta and Mirage (ugh, awful). So far, no issues with the window issues I've read about - guess I'll leave a towel in the car. Smile every time I get in and out, which is a breeze !! I had a 2001 Corolla for a short while and felt like a Big Foot climbing out (I'm 5'8"") of that car.",5
